epoch,loss,iou,val_loss,val_iou
0,1.335510654527633,0.25419874249053487,1.2912158675310088,2.252802217736557e-10
1,1.2004572778451639,0.2951352950788027,1.1152712901433308,0.03270341633362194
2,1.1176101838956114,0.32367834351220204,1.0812584035764865,0.040296672376878506
3,1.069870759229191,0.3122472370106399,1.0775541794009325,0.06519971880432279
4,1.0135555628870354,0.328740808515525,1.4289002418518066,0.23166037635532563
